"","list_name","name","label","district","subcounty","origin","level_1","settlement"
"2238","origin.level.2.list","maiwut","Maiwut","","","south_sudan","upper_nile",""
"2239","origin.level.2.list","malakal","Malakal","","","south_sudan","upper_nile",""
"2240","origin.level.2.list","manyo","Manyo","","","south_sudan","upper_nile",""
"2241","origin.level.2.list","melut","Melut","","","south_sudan","upper_nile",""
"2242","origin.level.2.list","panyikang","Panyikang","","","south_sudan","upper_nile",""
"2243","origin.level.2.list","renk","Renk","","","south_sudan","upper_nile",""
"2244","origin.level.2.list","ulang","Ulang","","","south_sudan","upper_nile",""
"2245","origin.level.2.list","other","Other","","","south_sudan","upper_nile",""
"2246","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","south_sudan","upper_nile",""
"2247","origin.level.2.list","gogrial.east","Gogrial East","","","south_sudan","warrap",""
"2248","origin.level.2.list","gogrial.west","Gogrial West","","","south_sudan","warrap",""
"2249","origin.level.2.list","tonj.east","Tonj East","","","south_sudan","warrap",""
"2250","origin.level.2.list","tonj.north","Tonj North","","","south_sudan","warrap",""
"2251","origin.level.2.list","tonj.south","Tonj South","","","south_sudan","warrap",""
"2252","origin.level.2.list","twic","Twic","","","south_sudan","warrap",""
"2253","origin.level.2.list","other","Other","","","south_sudan","warrap",""
"2254","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","south_sudan","warrap",""
"2255","origin.level.2.list","jur.river","Jur River","","","south_sudan","western_bahr_el_ghazal",""
"2256","origin.level.2.list","raga","Raga","","","south_sudan","western_bahr_el_ghazal",""
"2257","origin.level.2.list","wau","Wau","","","south_sudan","western_bahr_el_ghazal",""
"2258","origin.level.2.list","other","Other","","","south_sudan","western_bahr_el_ghazal",""
"2259","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","south_sudan","western_bahr_el_ghazal",""
"2260","origin.level.2.list","ezo","Ezo","","","south_sudan","western_equatoria",""
"2261","origin.level.2.list","ibba","Ibba","","","south_sudan","western_equatoria",""
"2262","origin.level.2.list","maridi","Maridi","","","south_sudan","western_equatoria",""
"2263","origin.level.2.list","mundri.east","Mundri East","","","south_sudan","western_equatoria",""
"2264","origin.level.2.list","mundri.west","Mundri West","","","south_sudan","western_equatoria",""
"2265","origin.level.2.list","mvolo","Mvolo","","","south_sudan","western_equatoria",""
"2266","origin.level.2.list","nagero","Nagero","","","south_sudan","western_equatoria",""
"2267","origin.level.2.list","nzara","Nzara","","","south_sudan","western_equatoria",""
"2268","origin.level.2.list","tambura","Tambura","","","south_sudan","western_equatoria",""
"2269","origin.level.2.list","yambio","Yambio","","","south_sudan","western_equatoria",""
"2270","origin.level.2.list","other","Other","","","south_sudan","western_equatoria",""
"2271","origin.level.2.list","no.answer","I don't know or I don't want to answer","","","south_sudan","western_equatoria",""
"2272","","","","","","","",""
"2273","origin.level.1.list","bubanza","Bubanza","","","burundi","",""
"2274","origin.level.1.list","bujumbura.mairie","Bujumbura Mairie","","","burundi","",""
"2275","origin.level.1.list","bujumbura.rural","Bujumbura Rural","","","burundi","",""
"2276","origin.level.1.list","bururi","Bururi","","","burundi","",""
"2277","origin.level.1.list","cankuzo","Cankuzo","","","burundi","",""
"2278","origin.level.1.list","cibitoke","Cibitoke","","","burundi","",""
"2279","origin.level.1.list","gitega","Gitega","","","burundi","",""
"2280","origin.level.1.list","karuzi","Karuzi","","","burundi","",""
"2281","origin.level.1.list","kayanza","Kayanza","","","burundi","",""
"2282","origin.level.1.list","kirundo","Kirundo","","","burundi","",""
"2283","origin.level.1.list","makamba","Makamba","","","burundi","",""
"2284","origin.level.1.list","muramvya","Muramvya","","","burundi","",""
"2285","origin.level.1.list","muyinga","Muyinga","","","burundi","",""
"2286","origin.level.1.list","mwaro","Mwaro","","","burundi","",""
"2287","origin.level.1.list","ngozi","Ngozi","","","burundi","",""
"2288","origin.level.1.list","rumonge","Rumonge","","","burundi","",""
"2289","origin.level.1.list","rutana","Rutana","","","burundi","",""
"2290","origin.level.1.list","ruyigi","Ruyigi","","","burundi","",""
"2291","origin.level.1.list","other","Other","","","burundi","",""
"2292","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","burundi","",""
"2293","origin.level.1.list","bas.uele","Bas-Uele (Lower Uele) Province","","","drc","",""
"2294","origin.level.1.list","equateur","Equateur Province","","","drc","",""
"2295","origin.level.1.list","haut.katanga","Haut-Katanga (Upper Katanga) Province","","","drc","",""
"2296","origin.level.1.list","haut.lomami","Haut-Lomami (Upper Lomami) Province","","","drc","",""
"2297","origin.level.1.list","haut.uele","Haut-Uele (Upper Uele) Province","","","drc","",""
"2298","origin.level.1.list","ituri","Ituri Province","","","drc","",""
"2299","origin.level.1.list","kasai","Kasai Province","","","drc","",""
"2300","origin.level.1.list","kasai.central","Kasai-Central Province","","","drc","",""
"2301","origin.level.1.list","kasai.oriental","Kasai-Oriental Province","","","drc","",""
"2302","origin.level.1.list","kinshasa","Kinshasa","","","drc","",""
"2303","origin.level.1.list","kongo.central","Kongo-Central Province","","","drc","",""
"2304","origin.level.1.list","kwango","Kwango Province","","","drc","",""
"2305","origin.level.1.list","kwilu","Kwilu Province","","","drc","",""
"2306","origin.level.1.list","lomami","Lomami Province","","","drc","",""
"2307","origin.level.1.list","lualaba","Lualaba Province","","","drc","",""
"2308","origin.level.1.list","mai.ndombe","Mai-Ndombe Province","","","drc","",""
"2309","origin.level.1.list","maniema","Maniema Province","","","drc","",""
"2310","origin.level.1.list","mongala","Mongala Province","","","drc","",""
"2311","origin.level.1.list","nord.kivu","Nord-Kivu (North Kivu) Province","","","drc","",""
"2312","origin.level.1.list","nord.ubangi","Nord-Ubangi (North Ubangi) Province","","","drc","",""
"2313","origin.level.1.list","sankuru","Sankuru Province","","","drc","",""
"2314","origin.level.1.list","sud.kivu","Sud-Kivu (South Kivu) Province","","","drc","",""
"2315","origin.level.1.list","sud.ubangi","Sud-Ubangi (South Ubangi) Province","","","drc","",""
"2316","origin.level.1.list","tanganyika","Tanganyika Province","","","drc","",""
"2317","origin.level.1.list","tshopo","Tshopo Province","","","drc","",""
"2318","origin.level.1.list","tshuapa","Tshuapa Province","","","drc","",""
"2319","origin.level.1.list","other","Other","","","drc","",""
"2320","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","drc","",""
"2321","origin.level.1.list","baringo","Baringo","","","kenya","",""
"2322","origin.level.1.list","bomet","Bomet","","","kenya","",""
"2323","origin.level.1.list","bungoma","Bungoma","","","kenya","",""
"2324","origin.level.1.list","busia","Busia","","","kenya","",""
"2325","origin.level.1.list","elgeyo.marakwet","Elgeyo Marakwet","","","kenya","",""
"2326","origin.level.1.list","embu","Embu","","","kenya","",""
"2327","origin.level.1.list","garissa","Garissa","","","kenya","",""
"2328","origin.level.1.list","homa.bay","Homa Bay","","","kenya","",""
"2329","origin.level.1.list","isiolo","Isiolo","","","kenya","",""
"2330","origin.level.1.list","kajiado","Kajiado","","","kenya","",""
"2331","origin.level.1.list","kakamega","Kakamega","","","kenya","",""
"2332","origin.level.1.list","kericho","Kericho","","","kenya","",""
"2333","origin.level.1.list","kiambu","Kiambu","","","kenya","",""
"2334","origin.level.1.list","kilifi","Kilifi","","","kenya","",""
"2335","origin.level.1.list","kirinyaga","Kirinyaga","","","kenya","",""
"2336","origin.level.1.list","kisii","Kisii","","","kenya","",""
"2337","origin.level.1.list","kisumu","Kisumu","","","kenya","",""
"2338","origin.level.1.list","kitui","Kitui","","","kenya","",""
"2339","origin.level.1.list","kwale","Kwale","","","kenya","",""
"2340","origin.level.1.list","laikipia","Laikipia","","","kenya","",""
"2341","origin.level.1.list","lamu","Lamu","","","kenya","",""
"2342","origin.level.1.list","machakos","Machakos","","","kenya","",""
"2343","origin.level.1.list","makueni","Makueni","","","kenya","",""
"2344","origin.level.1.list","mandera","Mandera","","","kenya","",""
"2345","origin.level.1.list","marsabit","Marsabit","","","kenya","",""
"2346","origin.level.1.list","meru","Meru","","","kenya","",""
"2347","origin.level.1.list","migori","Migori","","","kenya","",""
"2348","origin.level.1.list","mombasa","Mombasa","","","kenya","",""
"2349","origin.level.1.list","muranga","Muranga","","","kenya","",""
"2350","origin.level.1.list","nairobi","Nairobi","","","kenya","",""
"2351","origin.level.1.list","nakuru","Nakuru","","","kenya","",""
"2352","origin.level.1.list","nandi","Nandi","","","kenya","",""
"2353","origin.level.1.list","narok","Narok","","","kenya","",""
"2354","origin.level.1.list","nyamira","Nyamira","","","kenya","",""
"2355","origin.level.1.list","nyandarua","Nyandarua","","","kenya","",""
"2356","origin.level.1.list","nyeri","Nyeri","","","kenya","",""
"2357","origin.level.1.list","other","Other","","","kenya","",""
"2358","origin.level.1.list","samburu","Samburu","","","kenya","",""
"2359","origin.level.1.list","siaya","Siaya","","","kenya","",""
"2360","origin.level.1.list","taita.taveta","Taita Taveta","","","kenya","",""
"2361","origin.level.1.list","tana.river","Tana River","","","kenya","",""
"2362","origin.level.1.list","tharaka.nithi","Tharaka Nithi","","","kenya","",""
"2363","origin.level.1.list","trans.nzoia","Trans Nzoia","","","kenya","",""
"2364","origin.level.1.list","turkana","Turkana","","","kenya","",""
"2365","origin.level.1.list","uasin.gishu","Uasin Gishu","","","kenya","",""
"2366","origin.level.1.list","vihiga","Vihiga","","","kenya","",""
"2367","origin.level.1.list","wajir","Wajir","","","kenya","",""
"2368","origin.level.1.list","west.pokot","West Pokot","","","kenya","",""
"2369","origin.level.1.list","other","Other","","","kenya","",""
"2370","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","kenya","",""
"2371","origin.level.1.list","other","Other","","","other","",""
"2372","origin.level.1.list","est","Est (Eastern) Province","","","rwanda","",""
"2373","origin.level.1.list","kigali","Kigali","","","rwanda","",""
"2374","origin.level.1.list","nord","Nord (Northern) Province","","","rwanda","",""
"2375","origin.level.1.list","ouest","Ouest (Western) Province","","","rwanda","",""
"2376","origin.level.1.list","sud","Sud (Southern) Province","","","rwanda","",""
"2377","origin.level.1.list","other","Other","","","rwanda","",""
"2378","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","rwanda","",""
"2379","origin.level.1.list","awdal","Awdal","","","somalia","",""
"2380","origin.level.1.list","bakool","Bakool","","","somalia","",""
"2381","origin.level.1.list","banadir","Banadir","","","somalia","",""
"2382","origin.level.1.list","bari","Bari","","","somalia","",""
"2383","origin.level.1.list","bay","Bay","","","somalia","",""
"2384","origin.level.1.list","galgaduud","Galgaduud","","","somalia","",""
"2385","origin.level.1.list","gedo","Gedo","","","somalia","",""
"2386","origin.level.1.list","hiraan","Hiraan","","","somalia","",""
"2387","origin.level.1.list","lower.juba","Lower Juba","","","somalia","",""
"2388","origin.level.1.list","lower.shabelle","Lower Shabelle","","","somalia","",""
"2389","origin.level.1.list","middle.juba","Middle Juba","","","somalia","",""
"2390","origin.level.1.list","mudug","Mudug","","","somalia","",""
"2391","origin.level.1.list","nugaal","Nugaal","","","somalia","",""
"2392","origin.level.1.list","sanaag","Sanaag","","","somalia","",""
"2393","origin.level.1.list","sool","Sool","","","somalia","",""
"2394","origin.level.1.list","togdheer","Togdheer","","","somalia","",""
"2395","origin.level.1.list","woqooyi.galbeed","Woqooyi Galbeed","","","somalia","",""
"2396","origin.level.1.list","other","Other","","","somalia","",""
"2397","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","somalia","",""
"2398","origin.level.1.list","abyei","Abyei","","","south_sudan","",""
"2399","origin.level.1.list","central.equatoria","Central Equatoria","","","south_sudan","",""
"2400","origin.level.1.list","eastern.equatoria","Eastern Equatoria","","","south_sudan","",""
"2401","origin.level.1.list","jonglei","Jonglei","","","south_sudan","",""
"2402","origin.level.1.list","lakes","Lakes","","","south_sudan","",""
"2403","origin.level.1.list","northern.bahr.el.ghazal","Northern Bahr el Ghazal","","","south_sudan","",""
"2404","origin.level.1.list","unity","Unity","","","south_sudan","",""
"2405","origin.level.1.list","upper.nile","Upper Nile","","","south_sudan","",""
"2406","origin.level.1.list","warrap","Warrap","","","south_sudan","",""
"2407","origin.level.1.list","western.bahr.el.ghazal","Western Bahr el Ghazal","","","south_sudan","",""
"2408","origin.level.1.list","western.equatoria","Western Equatoria","","","south_sudan","",""
"2409","origin.level.1.list","other","Other","","","south_sudan","",""
"2410","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","south_sudan","",""
"2411","origin.level.1.list","agojo","Agojo","","","uganda_settlement","",""
"2412","origin.level.1.list","alere.ii","Alere II","","","uganda_settlement","",""
"2413","origin.level.1.list","ayilo.i","Ayilo I","","","uganda_settlement","",""
"2414","origin.level.1.list","ayilo.ii","Ayilo II","","","uganda_settlement","",""
"2415","origin.level.1.list","baratuku","Baratuku","","","uganda_settlement","",""
"2416","origin.level.1.list","bidibidi","Bidibidi","","","uganda_settlement","",""
"2417","origin.level.1.list","boroli","Boroli","","","uganda_settlement","",""
"2418","origin.level.1.list","elema","Elema","","","uganda_settlement","",""
"2419","origin.level.1.list","imvepi","Imvepi","","","uganda_settlement","",""
"2420","origin.level.1.list","kiryandongo","Kiryandongo","","","uganda_settlement","",""
"2421","origin.level.1.list","kyaka.ii","Kyaka II","","","uganda_settlement","",""
"2422","origin.level.1.list","kyangwali","Kyangwali","","","uganda_settlement","",""
"2423","origin.level.1.list","lobule","Lobule","","","uganda_settlement","",""
"2424","origin.level.1.list","maaji.i","Maaji I","","","uganda_settlement","",""
"2425","origin.level.1.list","maaji.ii","Maaji II","","","uganda_settlement","",""
"2426","origin.level.1.list","maaji.iii","Maaji III","","","uganda_settlement","",""
"2427","origin.level.1.list","mirieyi","Mirieyi","","","uganda_settlement","",""
"2428","origin.level.1.list","mungula.i","Mungula I","","","uganda_settlement","",""
"2429","origin.level.1.list","mungula.ii","Mungula II","","","uganda_settlement","",""
"2430","origin.level.1.list","nakivale","Nakivale","","","uganda_settlement","",""
"2431","origin.level.1.list","nyumanzi","Nyumanzi","","","uganda_settlement","",""
"2432","origin.level.1.list","oliji","Oliji","","","uganda_settlement","",""
"2433","origin.level.1.list","olua.i","Olua I","","","uganda_settlement","",""
"2434","origin.level.1.list","olua.ii","Olua II","","","uganda_settlement","",""
"2435","origin.level.1.list","oruchinga","Oruchinga","","","uganda_settlement","",""
"2436","origin.level.1.list","pagrinya","Pagrinya","","","uganda_settlement","",""
"2437","origin.level.1.list","palabek","Palabek","","","uganda_settlement","",""
"2438","origin.level.1.list","palorinya","Palorinya","","","uganda_settlement","",""
"2439","origin.level.1.list","rhino.camp","Rhino Camp","","","uganda_settlement","",""
"2440","origin.level.1.list","rwamwanja","Rwamwanja","","","uganda_settlement","",""
"2441","origin.level.1.list","other","Other","","","uganda_settlement","",""
"2442","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","uganda_settlement","",""
"2443","origin.level.1.list","abim","Abim","","","uganda_out_of_settlement","",""
"2444","origin.level.1.list","adjumani","Adjumani","","","uganda_out_of_settlement","",""
"2445","origin.level.1.list","agago","Agago","","","uganda_out_of_settlement","",""
"2446","origin.level.1.list","alebtong","Alebtong","","","uganda_out_of_settlement","",""
"2447","origin.level.1.list","amolatar","Amolatar","","","uganda_out_of_settlement","",""
"2448","origin.level.1.list","amudat","Amudat","","","uganda_out_of_settlement","",""
"2449","origin.level.1.list","amuria","Amuria","","","uganda_out_of_settlement","",""
"2450","origin.level.1.list","amuru","Amuru","","","uganda_out_of_settlement","",""
"2451","origin.level.1.list","apac","Apac","","","uganda_out_of_settlement","",""
"2452","origin.level.1.list","arua","Arua","","","uganda_out_of_settlement","",""
"2453","origin.level.1.list","budaka","Budaka","","","uganda_out_of_settlement","",""
"2454","origin.level.1.list","bududa","Bududa","","","uganda_out_of_settlement","",""
"2455","origin.level.1.list","bugiri","Bugiri","","","uganda_out_of_settlement","",""
"2456","origin.level.1.list","buhweju","Buhweju","","","uganda_out_of_settlement","",""
"2457","origin.level.1.list","buikwe","Buikwe","","","uganda_out_of_settlement","",""
"2458","origin.level.1.list","bukedea","Bukedea","","","uganda_out_of_settlement","",""
"2459","origin.level.1.list","bukomansimbi","Bukomansimbi","","","uganda_out_of_settlement","",""
"2460","origin.level.1.list","bukwo","Bukwo","","","uganda_out_of_settlement","",""
"2461","origin.level.1.list","bulambuli","Bulambuli","","","uganda_out_of_settlement","",""
"2462","origin.level.1.list","buliisa","Buliisa","","","uganda_out_of_settlement","",""
"2463","origin.level.1.list","bundibugyo","Bundibugyo","","","uganda_out_of_settlement","",""
"2464","origin.level.1.list","bushenyi","Bushenyi","","","uganda_out_of_settlement","",""
"2465","origin.level.1.list","busia","Busia","","","uganda_out_of_settlement","",""
"2466","origin.level.1.list","butaleja","Butaleja","","","uganda_out_of_settlement","",""
"2467","origin.level.1.list","butambala","Butambala","","","uganda_out_of_settlement","",""
"2468","origin.level.1.list","buyende","Buyende","","","uganda_out_of_settlement","",""
"2469","origin.level.1.list","dokolo","Dokolo","","","uganda_out_of_settlement","",""
"2470","origin.level.1.list","gomba","Gomba","","","uganda_out_of_settlement","",""
"2471","origin.level.1.list","gulu","Gulu","","","uganda_out_of_settlement","",""
"2472","origin.level.1.list","hoima","Hoima","","","uganda_out_of_settlement","",""
"2473","origin.level.1.list","ibanda","Ibanda","","","uganda_out_of_settlement","",""
"2474","origin.level.1.list","iganga","Iganga","","","uganda_out_of_settlement","",""
"2475","origin.level.1.list","isingiro","Isingiro","","","uganda_out_of_settlement","",""
"2476","origin.level.1.list","jinja","Jinja","","","uganda_out_of_settlement","",""
"2477","origin.level.1.list","kaabong","Kaabong","","","uganda_out_of_settlement","",""
"2478","origin.level.1.list","kabale","Kabale","","","uganda_out_of_settlement","",""
"2479","origin.level.1.list","kabarole","Kabarole","","","uganda_out_of_settlement","",""
"2480","origin.level.1.list","kaberamaido","Kaberamaido","","","uganda_out_of_settlement","",""
"2481","origin.level.1.list","kalangala","Kalangala","","","uganda_out_of_settlement","",""
"2482","origin.level.1.list","kaliro","Kaliro","","","uganda_out_of_settlement","",""
"2483","origin.level.1.list","kalungu","Kalungu","","","uganda_out_of_settlement","",""
"2484","origin.level.1.list","kampala","Kampala","","","uganda_out_of_settlement","",""
"2485","origin.level.1.list","kamuli","Kamuli","","","uganda_out_of_settlement","",""
"2486","origin.level.1.list","kamwenge","Kamwenge","","","uganda_out_of_settlement","",""
"2487","origin.level.1.list","kanungu","Kanungu","","","uganda_out_of_settlement","",""
"2488","origin.level.1.list","kapchorwa","Kapchorwa","","","uganda_out_of_settlement","",""
"2489","origin.level.1.list","kasese","Kasese","","","uganda_out_of_settlement","",""
"2490","origin.level.1.list","katakwi","Katakwi","","","uganda_out_of_settlement","",""
"2491","origin.level.1.list","kayunga","Kayunga","","","uganda_out_of_settlement","",""
"2492","origin.level.1.list","kibaale","Kibaale","","","uganda_out_of_settlement","",""
"2493","origin.level.1.list","kiboga","Kiboga","","","uganda_out_of_settlement","",""
"2494","origin.level.1.list","kibuku","Kibuku","","","uganda_out_of_settlement","",""
"2495","origin.level.1.list","kiruhura","Kiruhura","","","uganda_out_of_settlement","",""
"2496","origin.level.1.list","kiryandongo","Kiryandongo","","","uganda_out_of_settlement","",""
"2497","origin.level.1.list","kisoro","Kisoro","","","uganda_out_of_settlement","",""
"2498","origin.level.1.list","kitgum","Kitgum","","","uganda_out_of_settlement","",""
"2499","origin.level.1.list","koboko","Koboko","","","uganda_out_of_settlement","",""
"2500","origin.level.1.list","kole","Kole","","","uganda_out_of_settlement","",""
"2501","origin.level.1.list","kotido","Kotido","","","uganda_out_of_settlement","",""
"2502","origin.level.1.list","kumi","Kumi","","","uganda_out_of_settlement","",""
"2503","origin.level.1.list","kween","Kween","","","uganda_out_of_settlement","",""
"2504","origin.level.1.list","kyankwanzi","Kyankwanzi","","","uganda_out_of_settlement","",""
"2505","origin.level.1.list","kyegegwa","Kyegegwa","","","uganda_out_of_settlement","",""
"2506","origin.level.1.list","kyenjojo","Kyenjojo","","","uganda_out_of_settlement","",""
"2507","origin.level.1.list","lamwo","Lamwo","","","uganda_out_of_settlement","",""
"2508","origin.level.1.list","lira","Lira","","","uganda_out_of_settlement","",""
"2509","origin.level.1.list","luuka","Luuka","","","uganda_out_of_settlement","",""
"2510","origin.level.1.list","luwero","Luwero","","","uganda_out_of_settlement","",""
"2511","origin.level.1.list","lwengo","Lwengo","","","uganda_out_of_settlement","",""
"2512","origin.level.1.list","lyantonde","Lyantonde","","","uganda_out_of_settlement","",""
"2513","origin.level.1.list","manafwa","Manafwa","","","uganda_out_of_settlement","",""
"2514","origin.level.1.list","maracha","Maracha","","","uganda_out_of_settlement","",""
"2515","origin.level.1.list","masaka","Masaka","","","uganda_out_of_settlement","",""
"2516","origin.level.1.list","masindi","Masindi","","","uganda_out_of_settlement","",""
"2517","origin.level.1.list","mayuge","Mayuge","","","uganda_out_of_settlement","",""
"2518","origin.level.1.list","mbale","Mbale","","","uganda_out_of_settlement","",""
"2519","origin.level.1.list","mbarara","Mbarara","","","uganda_out_of_settlement","",""
"2520","origin.level.1.list","mitooma","Mitooma","","","uganda_out_of_settlement","",""
"2521","origin.level.1.list","mityana","Mityana","","","uganda_out_of_settlement","",""
"2522","origin.level.1.list","moroto","Moroto","","","uganda_out_of_settlement","",""
"2523","origin.level.1.list","moyo","Moyo","","","uganda_out_of_settlement","",""
"2524","origin.level.1.list","mpigi","Mpigi","","","uganda_out_of_settlement","",""
"2525","origin.level.1.list","mubende","Mubende","","","uganda_out_of_settlement","",""
"2526","origin.level.1.list","mukono","Mukono","","","uganda_out_of_settlement","",""
"2527","origin.level.1.list","nakapiripirit","Nakapiripirit","","","uganda_out_of_settlement","",""
"2528","origin.level.1.list","nakaseke","Nakaseke","","","uganda_out_of_settlement","",""
"2529","origin.level.1.list","nakasongola","Nakasongola","","","uganda_out_of_settlement","",""
"2530","origin.level.1.list","namayingo","Namayingo","","","uganda_out_of_settlement","",""
"2531","origin.level.1.list","namutumba","Namutumba","","","uganda_out_of_settlement","",""
"2532","origin.level.1.list","napak","Napak","","","uganda_out_of_settlement","",""
"2533","origin.level.1.list","nebbi","Nebbi","","","uganda_out_of_settlement","",""
"2534","origin.level.1.list","ngora","Ngora","","","uganda_out_of_settlement","",""
"2535","origin.level.1.list","ntoroko","Ntoroko","","","uganda_out_of_settlement","",""
"2536","origin.level.1.list","ntungamo","Ntungamo","","","uganda_out_of_settlement","",""
"2537","origin.level.1.list","nwoya","Nwoya","","","uganda_out_of_settlement","",""
"2538","origin.level.1.list","otuke","Otuke","","","uganda_out_of_settlement","",""
"2539","origin.level.1.list","oyam","Oyam","","","uganda_out_of_settlement","",""
"2540","origin.level.1.list","pader","Pader","","","uganda_out_of_settlement","",""
"2541","origin.level.1.list","pallisa","Pallisa","","","uganda_out_of_settlement","",""
"2542","origin.level.1.list","rakai","Rakai","","","uganda_out_of_settlement","",""
"2543","origin.level.1.list","rubirizi","Rubirizi","","","uganda_out_of_settlement","",""
"2544","origin.level.1.list","rukungiri","Rukungiri","","","uganda_out_of_settlement","",""
"2545","origin.level.1.list","serere","Serere","","","uganda_out_of_settlement","",""
"2546","origin.level.1.list","sheema","Sheema","","","uganda_out_of_settlement","",""
"2547","origin.level.1.list","sironko","Sironko","","","uganda_out_of_settlement","",""
"2548","origin.level.1.list","soroti","Soroti","","","uganda_out_of_settlement","",""
"2549","origin.level.1.list","ssembabule","Ssembabule","","","uganda_out_of_settlement","",""
"2550","origin.level.1.list","tororo","Tororo","","","uganda_out_of_settlement","",""
"2551","origin.level.1.list","wakiso","Wakiso","","","uganda_out_of_settlement","",""
"2552","origin.level.1.list","yumbe","Yumbe","","","uganda_out_of_settlement","",""
"2553","origin.level.1.list","zombo","Zombo","","","uganda_out_of_settlement","",""
"2554","origin.level.1.list","buvuma","Buvuma","","","uganda_out_of_settlement","",""
"2555","origin.level.1.list","other","Other","","","uganda_out_of_settlement","",""
"2556","origin.level.1.list","no.answer","I don't know or I don't want to answer","","","uganda_out_of_settlement","",""
"2557","","","","","","","",""
"2558","psych.distress.therapy.list","yes","Yes","","","","",""
"2559","psych.distress.therapy.list","unable","No, they were unable to access","","","","",""
"2560","psych.distress.therapy.list","didnt.seek","No, they didn't seek treatment","","","","",""
"2561","psych.distress.therapy.list","no.answer","I don't know or I don't want to answer","","","","",""
"2562","","","","","","","",""
"2563","separated.children.list","another.settlement","In another refugee settlement in Uganda","","","","",""
"2564","separated.children.list","uganda.elsewhere","Living elsewhere in Uganda, not in a refugee settlement","","","","",""
"2565","separated.children.list","other.country.refugee","In another country, living as a refugee","","","","",""
"2566","separated.children.list","other.country.nonrefugee","In another country, not living as a refugee","","","","",""
"2567","separated.children.list","home.country","In the home country","","","","",""
"2568","separated.children.list","other","Other","","","","",""
"2569","separated.children.list","no.answer","I don't know or I don't want to answer","","","","",""
"2570","","","","","","","",""
"2571","poor.good.list","very.good","Very good","","","","",""
"2572","poor.good.list","good","Good","","","","",""
"2573","poor.good.list","okay","Okay","","","","",""
"2574","poor.good.list","poor","Poor","","","","",""
"2575","poor.good.list","very.poor","Very poor","","","","",""
"2576","poor.good.list","no.answer","I don't know or I don't want to answer","","","","",""
"2577","","","","","","","",""
"2578","refugee.relations.list","very.good","Very good","","","","",""
"2579","refugee.relations.list","good","Good","","","","",""
"2580","refugee.relations.list","okay","Okay","","","","",""
"2581","refugee.relations.list","poor","Poor","","","","",""
"2582","refugee.relations.list","very.poor","Very poor","","","","",""
"2583","refugee.relations.list","no.relations","I don't interact at all with refugees","","","","",""
"2584","refugee.relations.list","no.answer","I don't know or I don't want to answer","","","","",""
"2585","","","","","","","",""
"2586","host.relations.list","very.good","Very good","","","","",""
"2587","host.relations.list","good","Good","","","","",""
"2588","host.relations.list","okay","Okay","","","","",""
"2589","host.relations.list","poor","Poor","","","","",""
"2590","host.relations.list","very.poor","Very poor","","","","",""
"2591","host.relations.list","no.relations","I don't interact at all with the host community","","","","",""
"2592","host.relations.list","no.answer","I don't know or I don't want to answer","","","","",""
"2593","","","","","","","",""
"2594","insecurity.reasons.list","attack.refugee","Physical attacks by refugees","","","","",""
"2595","insecurity.reasons.list","attack.host","Physical attacks by host community members","","","","",""
"2596","insecurity.reasons.list","harassment.refugee","Verbal harassment by refugees","","","","",""
"2597","insecurity.reasons.list","harassment.host","Verbal harassment by host community members","","","","",""
"2598","insecurity.reasons.list","sexual.violence","Sexual and gender based violence","","","","",""
"2599","insecurity.reasons.list","abduction","Abduction","","","","",""
"2600","insecurity.reasons.list","forced.recruitment","Forced recruitment","","","","",""
"2601","insecurity.reasons.list","cattle.raid","Cattle raiding","","","","",""
"2602","insecurity.reasons.list","early.marriage","Early marriage","","","","",""
"2603","insecurity.reasons.list","theft","Theft","","","","",""
"2604","insecurity.reasons.list","attack.animals","Physical attacks by animals","","","","",""
"2605","insecurity.reasons.list","attack.unknown","Physical attacks by unknown people","","","","",""
"2606","insecurity.reasons.list","crop.destruction","Destruction of crops","","","","",""
"2607","insecurity.reasons.list","other","Other","","","","",""
"2608","insecurity.reasons.list","none","No security concerns","","","","",""
"2609","insecurity.reasons.list","no.answer","I don't know or I don't want to answer","","","","",""
"2610","","","","","","","",""
"2611","security.provider.list","police","Police","","","","",""
"2612","security.provider.list","local.government","Local government officials","","","","",""
"2613","security.provider.list","opm","Office of the Prime Minister (OPM) officials","","","","",""
"2614","security.provider.list","unhcr","UNHCR officials","","","","",""
"2615","security.provider.list","ngo","NGO staff","","","","",""
"2616","security.provider.list","community.group","Person or groups within the community (e.g. local leaders, SGBV committees, etc.)","","","","",""
"2617","security.provider.list","other","Other","","","","",""
"2618","security.provider.list","none","Nobody","","","","",""
"2619","security.provider.list","no.answer","I don't know or I don't want to answer","","","","",""
"2620","","","","","","","",""
"2621","water.source.list","household.connection","Water piped into the dwelling/plot","","","","",""
"2622","water.source.list","public.tap","Public water tap/standpipe","","","","",""
