loop_position,capacity,journeys,litres,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status
2,20.0,2,40,20440,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5156,2845523,3cc9db88-3635-47e4-967e-552c16d77eb6,2018-06-10T16:14:09,
3,5.0,2,10,20441,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5156,2845523,3cc9db88-3635-47e4-967e-552c16d77eb6,2018-06-10T16:14:09,
4,5.0,2,10,20442,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5156,2845523,3cc9db88-3635-47e4-967e-552c16d77eb6,2018-06-10T16:14:09,
1,20.0,1,20,20443,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5157,2845524,976324ee-ae69-45b4-a405-24e118cfe3eb,2018-06-10T16:14:13,
2,20.0,1,20,20444,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5157,2845524,976324ee-ae69-45b4-a405-24e118cfe3eb,2018-06-10T16:14:13,
1,10.0,2,20,20445,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5158,2845525,eb1b9247-2361-44cd-ba08-845d2254d5ae,2018-06-10T16:14:43,
2,5.0,2,10,20446,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5158,2845525,eb1b9247-2361-44cd-ba08-845d2254d5ae,2018-06-10T16:14:43,
3,5.0,2,10,20447,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5158,2845525,eb1b9247-2361-44cd-ba08-845d2254d5ae,2018-06-10T16:14:43,
4,5.0,2,10,20448,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5158,2845525,eb1b9247-2361-44cd-ba08-845d2254d5ae,2018-06-10T16:14:43,
1,20.0,3,60,20449,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5159,2845526,45ec1712-3cb8-4b86-b2af-8aa8728d5c38,2018-06-10T16:14:47,
1,20.0,2,40,20450,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5160,2845527,ba614549-9911-4b00-b528-84d7d6c562ab,2018-06-10T16:14:52,
2,20.0,2,40,20451,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5160,2845527,ba614549-9911-4b00-b528-84d7d6c562ab,2018-06-10T16:14:52,
1,20.0,1,20,20452,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5161,2845528,259e62a6-2549-45d6-9198-35bb2441ef6a,2018-06-10T16:14:56,
2,20.0,1,20,20453,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5161,2845528,259e62a6-2549-45d6-9198-35bb2441ef6a,2018-06-10T16:14:56,
3,10.0,1,10,20454,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5161,2845528,259e62a6-2549-45d6-9198-35bb2441ef6a,2018-06-10T16:14:56,
1,20.0,2,40,20455,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5162,2845529,2a32c91a-9116-4cf0-8c32-0570d5fe1aa9,2018-06-10T16:15:00,
2,10.0,2,20,20456,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5162,2845529,2a32c91a-9116-4cf0-8c32-0570d5fe1aa9,2018-06-10T16:15:00,
3,5.0,2,10,20457,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5162,2845529,2a32c91a-9116-4cf0-8c32-0570d5fe1aa9,2018-06-10T16:15:00,
4,5.0,2,10,20458,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5162,2845529,2a32c91a-9116-4cf0-8c32-0570d5fe1aa9,2018-06-10T16:15:00,
5,10.0,2,20,20459,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5162,2845529,2a32c91a-9116-4cf0-8c32-0570d5fe1aa9,2018-06-10T16:15:00,
1,20.0,2,40,20460,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5163,2845530,6595d1d3-2e70-4419-98e7-792638234762,2018-06-10T16:15:40,
2,20.0,2,40,20461,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5163,2845530,6595d1d3-2e70-4419-98e7-792638234762,2018-06-10T16:15:40,
1,20.0,1,20,20462,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5164,2845531,15c166c5-e819-4b2d-94c0-3efc4ccb405a,2018-06-10T16:15:45,
2,20.0,1,20,20463,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5164,2845531,15c166c5-e819-4b2d-94c0-3efc4ccb405a,2018-06-10T16:15:45,
3,20.0,1,20,20464,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5164,2845531,15c166c5-e819-4b2d-94c0-3efc4ccb405a,2018-06-10T16:15:45,
4,10.0,2,20,20465,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5164,2845531,15c166c5-e819-4b2d-94c0-3efc4ccb405a,2018-06-10T16:15:45,
5,10.0,2,20,20466,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5164,2845531,15c166c5-e819-4b2d-94c0-3efc4ccb405a,2018-06-10T16:15:45,
1,20.0,2,40,20467,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5165,2845532,7b6e859e-1877-43e5-af54-9d3ba9ae5ff2,2018-06-10T16:15:49,
2,20.0,2,40,20468,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5165,2845532,7b6e859e-1877-43e5-af54-9d3ba9ae5ff2,2018-06-10T16:15:49,
3,20.0,2,40,20469,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5165,2845532,7b6e859e-1877-43e5-af54-9d3ba9ae5ff2,2018-06-10T16:15:49,
1,20.0,1,20,20470,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5166,2845533,7632a007-ece6-4ae9-9e35-c7ea48f7b88c,2018-06-10T16:15:53,
2,20.0,1,20,20471,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5166,2845533,7632a007-ece6-4ae9-9e35-c7ea48f7b88c,2018-06-10T16:15:53,
3,20.0,1,20,20472,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5166,2845533,7632a007-ece6-4ae9-9e35-c7ea48f7b88c,2018-06-10T16:15:53,
1,20.0,5,100,20473,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5167,2845534,383f0ee2-1957-42e6-b7f2-9734ed988a5f,2018-06-10T16:15:57,
1,20.0,1,20,20474,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5168,2845535,2e082cae-cf85-443d-8cbb-c6c4623c2b48,2018-06-10T16:16:22,
2,20.0,1,20,20475,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5168,2845535,2e082cae-cf85-443d-8cbb-c6c4623c2b48,2018-06-10T16:16:22,
1,5.0,3,15,20476,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5169,2845536,ab2f09cb-33b3-4a14-b430-0f7c869d4016,2018-06-10T16:16:26,
1,20.0,1,20,20477,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5170,2845537,17a29420-351f-445e-9714-688423c5d839,2018-06-10T16:16:31,
2,20.0,1,20,20478,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5170,2845537,17a29420-351f-445e-9714-688423c5d839,2018-06-10T16:16:31,
3,20.0,1,20,20479,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5170,2845537,17a29420-351f-445e-9714-688423c5d839,2018-06-10T16:16:31,
1,20.0,1,20,20480,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5171,2845538,5a20de4e-ba34-416e-8833-cf10f68baa97,2018-06-10T16:16:35,
2,20.0,1,20,20481,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5171,2845538,5a20de4e-ba34-416e-8833-cf10f68baa97,2018-06-10T16:16:35,
1,20.0,1,20,20482,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
2,10.0,1,10,20483,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
3,5.0,1,5,20484,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
4,5.0,1,5,20485,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
5,5.0,1,5,20486,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
6,5.0,1,5,20487,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5172,2845539,7c018708-4a84-4668-bbc7-d2d70c9ee5ab,2018-06-10T16:16:39,
1,20.0,1,20,20488,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5173,2845540,0ec9e6d5-1466-48ff-a880-8b0e15293a34,2018-06-10T16:16:44,
2,20.0,1,20,20489,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5173,2845540,0ec9e6d5-1466-48ff-a880-8b0e15293a34,2018-06-10T16:16:44,
3,20.0,1,20,20490,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5173,2845540,0ec9e6d5-1466-48ff-a880-8b0e15293a34,2018-06-10T16:16:44,
4,20.0,1,20,20491,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5173,2845540,0ec9e6d5-1466-48ff-a880-8b0e15293a34,2018-06-10T16:16:44,
1,20.0,1,20,20492,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
2,20.0,1,20,20493,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
3,20.0,1,20,20494,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
4,20.0,1,20,20495,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
5,20.0,1,20,20496,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
6,20.0,1,20,20497,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5174,2845541,0f877e6b-3e00-475c-9425-8d0a33a801a7,2018-06-10T16:16:48,
1,20.0,1,20,20498,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5175,2845542,1902185a-5e37-4f51-ac73-a52fcff210a9,2018-06-10T16:17:42,
2,20.0,1,20,20499,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5175,2845542,1902185a-5e37-4f51-ac73-a52fcff210a9,2018-06-10T16:17:42,
1,20.0,1,20,20500,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5176,2845543,16c521d2-32c2-47d5-808b-a7ebbdf81f3c,2018-06-10T16:17:46,
2,20.0,1,20,20501,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5176,2845543,16c521d2-32c2-47d5-808b-a7ebbdf81f3c,2018-06-10T16:17:46,
1,20.0,1,20,20502,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5177,2845544,4cd21b02-c947-4651-b041-3ceb9b2dcb75,2018-06-10T16:17:51,
2,20.0,1,20,20503,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5177,2845544,4cd21b02-c947-4651-b041-3ceb9b2dcb75,2018-06-10T16:17:51,
1,20.0,1,20,20504,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5178,2845545,523e84d5-f249-402c-a04d-33f6523e3928,2018-06-10T16:17:54,
2,20.0,1,20,20505,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5178,2845545,523e84d5-f249-402c-a04d-33f6523e3928,2018-06-10T16:17:54,
1,10.0,1,10,20506,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5179,2845546,600e72e0-2416-4a68-b4db-08272b82e990,2018-06-10T16:17:55,
2,5.0,1,5,20507,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5179,2845546,600e72e0-2416-4a68-b4db-08272b82e990,2018-06-10T16:17:55,
1,20.0,2,40,20508,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5180,2845547,53915f3e-5263-4175-b492-4325619c1a7c,2018-06-10T16:17:59,
2,20.0,2,40,20509,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5180,2845547,53915f3e-5263-4175-b492-4325619c1a7c,2018-06-10T16:17:59,
1,20.0,1,20,20510,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5181,2845548,0eb6a4e6-ac9c-4fb1-94e1-109e476b68e3,2018-06-10T16:18:00,
2,20.0,1,20,20511,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5181,2845548,0eb6a4e6-ac9c-4fb1-94e1-109e476b68e3,2018-06-10T16:18:00,
3,20.0,1,20,20512,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5181,2845548,0eb6a4e6-ac9c-4fb1-94e1-109e476b68e3,2018-06-10T16:18:00,
4,20.0,1,20,20513,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5181,2845548,0eb6a4e6-ac9c-4fb1-94e1-109e476b68e3,2018-06-10T16:18:00,
1,20.0,1,20,20514,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5182,2845549,b8707263-9f61-4e30-a4a0-11aaa9491562,2018-06-10T16:18:04,
2,20.0,1,20,20515,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5182,2845549,b8707263-9f61-4e30-a4a0-11aaa9491562,2018-06-10T16:18:04,
1,20.0,1,20,20516,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5183,2845550,6c6acc9f-d98f-45f0-a1a0-fe9294e4415b,2018-06-10T16:18:08,
2,20.0,1,20,20517,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5183,2845550,6c6acc9f-d98f-45f0-a1a0-fe9294e4415b,2018-06-10T16:18:08,
1,20.0,1,20,20518,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5184,2845551,c81ac53e-80de-4a54-badd-872d6cdff068,2018-06-10T16:18:13,
2,20.0,1,20,20519,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5184,2845551,c81ac53e-80de-4a54-badd-872d6cdff068,2018-06-10T16:18:13,
1,10.0,1,10,20520,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5185,2845552,a8988205-8a1c-4e85-bbe9-ce0c02968a71,2018-06-10T16:19:06,
2,10.0,1,10,20521,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5185,2845552,a8988205-8a1c-4e85-bbe9-ce0c02968a71,2018-06-10T16:19:06,
3,10.0,1,10,20522,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5185,2845552,a8988205-8a1c-4e85-bbe9-ce0c02968a71,2018-06-10T16:19:06,
1,20.0,1,20,20523,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5186,2845553,9fed9644-4241-4bbe-b8c9-4ecf1db32f6e,2018-06-10T16:19:11,
2,5.0,1,5,20524,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5186,2845553,9fed9644-4241-4bbe-b8c9-4ecf1db32f6e,2018-06-10T16:19:11,
3,10.0,1,10,20525,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5186,2845553,9fed9644-4241-4bbe-b8c9-4ecf1db32f6e,2018-06-10T16:19:11,
1,20.0,1,20,20526,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5187,2845554,19a774e9-3dd7-4e2d-b610-ccf2df060584,2018-06-10T16:19:15,
2,20.0,1,20,20527,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5187,2845554,19a774e9-3dd7-4e2d-b610-ccf2df060584,2018-06-10T16:19:15,
1,20.0,1,20,20528,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5188,2845555,9227dfdc-e914-49eb-83b1-736c0b0cce57,2018-06-10T16:19:19,
2,20.0,1,20,20529,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5188,2845555,9227dfdc-e914-49eb-83b1-736c0b0cce57,2018-06-10T16:19:19,
3,20.0,1,20,20530,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5188,2845555,9227dfdc-e914-49eb-83b1-736c0b0cce57,2018-06-10T16:19:19,
4,20.0,1,20,20531,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5188,2845555,9227dfdc-e914-49eb-83b1-736c0b0cce57,2018-06-10T16:19:19,
1,20.0,1,20,20532,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5189,2845556,0920e96c-62be-4812-87a1-196e4bf45bc7,2018-06-10T16:19:23,
2,20.0,1,20,20533,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5189,2845556,0920e96c-62be-4812-87a1-196e4bf45bc7,2018-06-10T16:19:23,
3,20.0,1,20,20534,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5189,2845556,0920e96c-62be-4812-87a1-196e4bf45bc7,2018-06-10T16:19:23,
4,20.0,1,20,20535,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5189,2845556,0920e96c-62be-4812-87a1-196e4bf45bc7,2018-06-10T16:19:23,
1,20.0,1,20,20536,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5190,2845557,5bb90e9d-7afb-4d86-81c4-849960a590b3,2018-06-10T16:19:52,
2,20.0,1,20,20537,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5190,2845557,5bb90e9d-7afb-4d86-81c4-849960a590b3,2018-06-10T16:19:52,
1,20.0,1,20,20538,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5191,2845558,2304694e-3c17-4bbb-acdf-585cdf95ca20,2018-06-10T16:19:57,
2,20.0,1,20,20539,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5191,2845558,2304694e-3c17-4bbb-acdf-585cdf95ca20,2018-06-10T16:19:57,
1,20.0,2,40,20540,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5192,2845559,3b5a59ab-71da-4201-a50f-b8a2eb597227,2018-06-10T16:20:01,
2,20.0,2,40,20541,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5192,2845559,3b5a59ab-71da-4201-a50f-b8a2eb597227,2018-06-10T16:20:01,
1,20.0,1,20,20542,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5193,2845560,f3ba39ca-b338-4053-a861-b29ac9d41040,2018-06-10T16:20:06,
2,20.0,1,20,20543,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5193,2845560,f3ba39ca-b338-4053-a861-b29ac9d41040,2018-06-10T16:20:06,
3,20.0,1,20,20544,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5193,2845560,f3ba39ca-b338-4053-a861-b29ac9d41040,2018-06-10T16:20:06,
1,20.0,2,40,20545,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5194,2845561,295782b4-45f4-4091-82e8-d6f083e8437a,2018-06-10T16:20:10,
2,20.0,2,40,20546,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5194,2845561,295782b4-45f4-4091-82e8-d6f083e8437a,2018-06-10T16:20:10,
3,20.0,2,40,20547,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5194,2845561,295782b4-45f4-4091-82e8-d6f083e8437a,2018-06-10T16:20:10,
1,20.0,1,20,20548,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5195,2845562,e756f093-15e9-4e02-98cc-71f10c3ddc8f,2018-06-10T16:20:44,
2,20.0,1,20,20549,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5195,2845562,e756f093-15e9-4e02-98cc-71f10c3ddc8f,2018-06-10T16:20:44,
3,20.0,1,20,20550,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5195,2845562,e756f093-15e9-4e02-98cc-71f10c3ddc8f,2018-06-10T16:20:44,
1,20.0,2,40,20551,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5196,2845563,6ff93c87-fd46-4640-ab39-fa205a81364c,2018-06-10T16:20:48,
2,20.0,2,40,20552,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5196,2845563,6ff93c87-fd46-4640-ab39-fa205a81364c,2018-06-10T16:20:48,
1,5.0,2,10,20553,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5197,2845565,d378ab60-b19a-42c6-9f50-9a3ca3706359,2018-06-10T16:20:53,
2,10.0,1,10,20554,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5197,2845565,d378ab60-b19a-42c6-9f50-9a3ca3706359,2018-06-10T16:20:53,
1,20.0,2,40,20555,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5198,2845567,2e5e163f-dba3-4bcb-aff4-2ef875f94b75,2018-06-10T16:20:59,
2,20.0,2,40,20556,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5198,2845567,2e5e163f-dba3-4bcb-aff4-2ef875f94b75,2018-06-10T16:20:59,
1,20.0,2,40,20557,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5199,2845568,3a77d1e2-0b50-4f5e-8fb1-fcdbc7f0071d,2018-06-10T16:21:07,
1,20.0,3,60,20558,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5200,2856184,08a2b0e4-f45f-416f-a631-940214acf658,2018-06-11T18:32:00,
2,10.0,3,30,20559,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5200,2856184,08a2b0e4-f45f-416f-a631-940214acf658,2018-06-11T18:32:00,
1,20.0,4,80,20560,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5201,2856183,9b03b8bb-4f4e-4262-9db8-a614e6e15b87,2018-06-11T18:31:55,
1,20.0,2,40,20561,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5202,2856182,b515a6cc-8d8d-47b7-b005-175277e094b6,2018-06-11T18:31:49,
2,10.0,2,20,20562,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5202,2856182,b515a6cc-8d8d-47b7-b005-175277e094b6,2018-06-11T18:31:49,
3,5.0,2,10,20563,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5202,2856182,b515a6cc-8d8d-47b7-b005-175277e094b6,2018-06-11T18:31:49,
1,20.0,3,60,20564,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5203,2856181,781b3eca-10a3-4d80-9d68-b5e151318659,2018-06-11T18:31:41,
2,10.0,1,10,20565,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5203,2856181,781b3eca-10a3-4d80-9d68-b5e151318659,2018-06-11T18:31:41,
3,5.0,1,5,20566,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5203,2856181,781b3eca-10a3-4d80-9d68-b5e151318659,2018-06-11T18:31:41,
1,20.0,2,40,20567,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5204,2856180,53c3fe35-05c6-4d87-8bc4-30864a019c5e,2018-06-11T18:31:35,
2,5.0,1,5,20568,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5204,2856180,53c3fe35-05c6-4d87-8bc4-30864a019c5e,2018-06-11T18:31:35,
1,20.0,3,60,20569,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5205,2856179,29df8bc7-2cdb-4e36-bf81-d821a218a404,2018-06-11T18:31:34,
1,20.0,3,60,20570,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5206,2856178,d6a0d1fc-e2f3-40d4-bfd8-5ceb9142d25b,2018-06-11T18:31:30,
2,10.0,6,60,20571,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5206,2856178,d6a0d1fc-e2f3-40d4-bfd8-5ceb9142d25b,2018-06-11T18:31:30,
3,5.0,1,5,20572,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5206,2856178,d6a0d1fc-e2f3-40d4-bfd8-5ceb9142d25b,2018-06-11T18:31:30,
1,20.0,4,80,20573,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5207,2856177,0779f365-43e3-4e1e-8cb3-ff1e885bdefc,2018-06-11T18:31:28,
2,20.0,4,80,20574,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5207,2856177,0779f365-43e3-4e1e-8cb3-ff1e885bdefc,2018-06-11T18:31:28,
3,20.0,4,80,20575,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5207,2856177,0779f365-43e3-4e1e-8cb3-ff1e885bdefc,2018-06-11T18:31:28,
4,10.0,1,10,20576,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5207,2856177,0779f365-43e3-4e1e-8cb3-ff1e885bdefc,2018-06-11T18:31:28,
1,20.0,2,40,20577,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
2,20.0,2,40,20578,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
3,20.0,2,40,20579,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
4,10.0,2,20,20580,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
5,3.0,1,3,20581,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
6,3.0,1,3,20582,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5208,2856176,bb4a6cf8-6a8d-4c14-b6ed-cef792e6c883,2018-06-11T18:31:23,
1,20.0,2,40,20583,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5209,2856175,d71933a9-3db7-4b73-adbf-f9357c70be06,2018-06-11T18:30:10,
1,20.0,2,40,20584,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5210,2856174,ffbf8c9f-1a59-4160-8cab-1ea5cca396de,2018-06-11T18:29:57,
2,20.0,1,20,20585,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5210,2856174,ffbf8c9f-1a59-4160-8cab-1ea5cca396de,2018-06-11T18:29:57,
3,20.0,3,60,20586,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5210,2856174,ffbf8c9f-1a59-4160-8cab-1ea5cca396de,2018-06-11T18:29:57,
4,20.0,2,40,20587,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5210,2856174,ffbf8c9f-1a59-4160-8cab-1ea5cca396de,2018-06-11T18:29:57,
1,20.0,2,40,20588,REACH_UGA_UNHCR_MSNA_Questionnaire_20APR2018,5211,2856173,623886e3-240b-4ed4-b311-60bc348a4ec2,2018-06-11T18:29:56,
